pdb_nsite	uniprot_ac	uniprot_functions
2h96_1	P45983	Kinase;Serine/threonine-protein kinase;Transferase
4mvf_1	O15865	Kinase;Serine/threonine-protein kinase;Transferase
2uzd_2	P24941	Kinase;Serine/threonine-protein kinase;Transferase
5dt0_1	O14965	Kinase;Serine/threonine-protein kinase;Transferase
1nvq_2	O14757	Kinase;Serine/threonine-protein kinase;Transferase
1ywr_1	P47811	Kinase;Serine/threonine-protein kinase;Transferase
4l43_1	P23443	Kinase;Serine/threonine-protein kinase;Transferase
3mvm_2	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
1v1k_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
3itz_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
2obj_1	P11309	Kinase;Serine/threonine-protein kinase;Transferase
3l9m_2	P17612	Kinase;Serine/threonine-protein kinase;Transferase
3nux_1	Q00534	Kinase;Serine/threonine-protein kinase;Transferase
4b6l_1	Q9H4B4	Kinase;Serine/threonine-protein kinase;Transferase
2b53_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
1csn_1	P40233	Kinase;Serine/threonine-protein kinase;Transferase
1xha_1	P00517	Kinase;Serine/threonine-protein kinase;Transferase
2gfs_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
2wpa_2	P24941	Kinase;Serine/threonine-protein kinase;Transferase
2i40_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
2vto_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
3qc9_1	P28327	Kinase;Serine/threonine-protein kinase;Transferase
2xj2_1	P11309	Kinase;Serine/threonine-protein kinase;Transferase
2b55_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
4l9i_2	P28327	Kinase;Serine/threonine-protein kinase;Transferase
3orm_1	A5TY84	Kinase;Serine/threonine-protein kinase;Transferase
3lla_2	P42527	Kinase;Serine/threonine-protein kinase;Transferase
1xh8_1	P00517	Kinase;Serine/threonine-protein kinase;Transferase
2ym6_1	O14757	Kinase;Serine/threonine-protein kinase;Transferase
2uzw_1	P00517	Kinase;Serine/threonine-protein kinase;Transferase
3c50_1	P28327	Kinase;Serine/threonine-protein kinase;Transferase
1m7q_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
3le6_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
4aa4_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
4fsn_1	O14757	Kinase;Serine/threonine-protein kinase;Transferase
3jxw_1	P11309	Kinase;Serine/threonine-protein kinase;Transferase
2vu3_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
4fr4_5	Q8WU08	Kinase;Serine/threonine-protein kinase;Transferase
4l42_1	P23443	Kinase;Serine/threonine-protein kinase;Transferase
4btk_1	Q5TCY1	Kinase;Serine/threonine-protein kinase;Transferase
4fsm_1	O14757	Kinase;Serine/threonine-protein kinase;Transferase
1ung_2	Q00535	Kinase;Serine/threonine-protein kinase;Transferase
3que_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
3hp5_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
4dgo_1	P28523	Kinase;Serine/threonine-protein kinase;Transferase
3hv7_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
1jnk_1	P53779	Kinase;Serine/threonine-protein kinase;Transferase
2c69_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
1ol6_1	O14965	Kinase;Serine/threonine-protein kinase;Transferase
3qk0_1	P48736	Kinase;Serine/threonine-protein kinase;Transferase
4c57_2	O14976	Kinase;Serine/threonine-protein kinase;Transferase
2c1a_1	P00517	Kinase;Serine/threonine-protein kinase;Transferase
3rpr_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
3prf_1	P15056	Kinase;Serine/threonine-protein kinase;Transferase
3r7y_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
1til_3	O32727	Kinase;Serine/threonine-protein kinase;Transferase
4f9a_1	O00311	Kinase;Serine/threonine-protein kinase;Transferase
4ftq_1	O14757	Kinase;Serine/threonine-protein kinase;Transferase
5csh_2	P68400	Kinase;Serine/threonine-protein kinase;Transferase
3c4z_1	P28327	Kinase;Serine/threonine-protein kinase;Transferase
4ftr_1	O14757	Kinase;Serine/threonine-protein kinase;Transferase
2w1d_1	O14965	Kinase;Serine/threonine-protein kinase;Transferase
3rai_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
3zsi_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
3fls_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
1e7v_1	O02697	Kinase;Serine/threonine-protein kinase;Transferase
4hvb_1	P48736	Kinase;Serine/threonine-protein kinase;Transferase
3juh_2	P68400	Kinase;Serine/threonine-protein kinase;Transferase
2vo0_1	P00517	Kinase;Serine/threonine-protein kinase;Transferase
2pmi_1	P17157	Kinase;Serine/threonine-protein kinase;Transferase
3qud_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
2xik_1	O00506	Kinase;Serine/threonine-protein kinase;Transferase
3qtu_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
2vgo_2	Q6DE08	Kinase;Serine/threonine-protein kinase;Transferase
3g51_1	P18654	Kinase;Serine/threonine-protein kinase;Transferase
3uix_1	P11309	Kinase;Serine/threonine-protein kinase;Transferase
2c3i_1	P11309	Kinase;Serine/threonine-protein kinase;Transferase
4anu_1	P48736	Kinase;Serine/threonine-protein kinase;Transferase
4ez5_1	Q00534	Kinase;Serine/threonine-protein kinase;Transferase
3lfq_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
2bak_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
3ncz_1	Q13464	Kinase;Serine/threonine-protein kinase;Transferase
2pvj_1	P28523	Kinase;Serine/threonine-protein kinase;Transferase
3ml8_1	P48736	Kinase;Serine/threonine-protein kinase;Transferase
4eon_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
4ib3_1	P05132	Kinase;Serine/threonine-protein kinase;Transferase
3qwk_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
4ks8_1	Q9NQU5	Kinase;Serine/threonine-protein kinase;Transferase
3w2c_3	O14965	Kinase;Serine/threonine-protein kinase;Transferase
3bgp_1	P11309	Kinase;Serine/threonine-protein kinase;Transferase
1oi9_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
2izs_1	Q9Y6M4	Kinase;Serine/threonine-protein kinase;Transferase
1pmv_1	P53779	Kinase;Serine/threonine-protein kinase;Transferase
3gi3_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
2wih_2	P24941	Kinase;Serine/threonine-protein kinase;Transferase
1jbp_1	P05132	Kinase;Serine/threonine-protein kinase;Transferase
4dg3_1	P05132	Kinase;Serine/threonine-protein kinase;Transferase
3hub_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
3qu0_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
3lj3_1	P48736	Kinase;Serine/threonine-protein kinase;Transferase
4n6z_1	P11309	Kinase;Serine/threonine-protein kinase;Transferase
1svh_1	P00517	Kinase;Serine/threonine-protein kinase;Transferase
4iai_1	P05132	Kinase;Serine/threonine-protein kinase;Transferase
4ftt_1	O14757	Kinase;Serine/threonine-protein kinase;Transferase
3rpo_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
2cn8_1	O96017	Kinase;Serine/threonine-protein kinase;Transferase
3qqk_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
3rkb_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
3rm7_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
1xjd_1	Q04759	Kinase;Serine/threonine-protein kinase;Transferase
3qzh_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
2baq_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
2e9v_2	O14757	Kinase;Serine/threonine-protein kinase;Transferase
1ogu_2	P24941	Kinase;Serine/threonine-protein kinase;Transferase
2bhe_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
1gij_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
1lp4_1	P28523	Kinase;Serine/threonine-protein kinase;Transferase
3oog_1	P17612	Kinase;Serine/threonine-protein kinase;Transferase
1wbp_2	Q96SB4	Kinase;Serine/threonine-protein kinase;Transferase
3at4_1	P68400	Kinase;Serine/threonine-protein kinase;Transferase
2r3f_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
4i6f_1	Q9NYY3	Kinase;Serine/threonine-protein kinase;Transferase
2wtd_1	O96017	Kinase;Serine/threonine-protein kinase;Transferase
2c6o_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
4cfn_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
2o65_2	P11309	Kinase;Serine/threonine-protein kinase;Transferase
3r8l_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
1y91_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
4qna_1	Q9Y6E0	Kinase;Serine/threonine-protein kinase;Transferase
2w5b_1	P51955	Kinase;Serine/threonine-protein kinase;Transferase
4qmn_1	Q9Y6E0	Kinase;Serine/threonine-protein kinase;Transferase
2vv9_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
1szm_1	P00517	Kinase;Serine/threonine-protein kinase;Transferase
4dea_1	O14965	Kinase;Serine/threonine-protein kinase;Transferase
2e9n_1	O14757	Kinase;Serine/threonine-protein kinase;Transferase
2w05_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
3at3_1	P68400	Kinase;Serine/threonine-protein kinase;Transferase
4aac_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
4g31_1	Q9NZJ5	Kinase;Serine/threonine-protein kinase;Transferase
3e93_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
3lfc_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
2gdo_1	O14757	Kinase;Serine/threonine-protein kinase;Transferase
1nvs_2	O14757	Kinase;Serine/threonine-protein kinase;Transferase
3oc1_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
3idb_1	P05132	Kinase;Serine/threonine-protein kinase;Transferase
4a4l_1	P53350	Kinase;Serine/threonine-protein kinase;Transferase
2c6t_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
2btr_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
4iaf_1	P05132	Kinase;Serine/threonine-protein kinase;Transferase
1gii_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
4afe_1	P51955	Kinase;Serine/threonine-protein kinase;Transferase
4eh7_2	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
1yhs_1	P11309	Kinase;Serine/threonine-protein kinase;Transferase
4j52_1	P53350	Kinase;Serine/threonine-protein kinase;Transferase
1pxk_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
4f1t_1	Q6XHB2	Kinase;Serine/threonine-protein kinase;Transferase
2bik_1	P11309	Kinase;Serine/threonine-protein kinase;Transferase
3qyz_1	P63086	Kinase;Serine/threonine-protein kinase;Transferase
3x2w_1	P05132	Kinase;Serine/threonine-protein kinase;Transferase
3mvj_1	P17612	Kinase;Serine/threonine-protein kinase;Transferase
4dh7_1	P05132	Kinase;Serine/threonine-protein kinase;Transferase
4iak_1	P05132	Kinase;Serine/threonine-protein kinase;Transferase
2acx_2	P43250	Kinase;Serine/threonine-protein kinase;Transferase
3r02_1	P11309	Kinase;Serine/threonine-protein kinase;Transferase
4f1m_1	Q6XHB2	Kinase;Serine/threonine-protein kinase;Transferase
2qcs_1	P05132	Kinase;Serine/threonine-protein kinase;Transferase
1di8_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
3py0_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
3l08_1	P48736	Kinase;Serine/threonine-protein kinase;Transferase
2x4z_1	O96013	Kinase;Serine/threonine-protein kinase;Transferase
3vw6_1	Q99683	Kinase;Serine/threonine-protein kinase;Transferase
4c36_1	P00517	Kinase;Serine/threonine-protein kinase;Transferase
2uzn_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
4i41_1	P11309	Kinase;Serine/threonine-protein kinase;Transferase
2ydk_1	O14757	Kinase;Serine/threonine-protein kinase;Transferase
3igg_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
2gu8_1	P17612	Kinase;Serine/threonine-protein kinase;Transferase
4eh5_2	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
3qwj_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
2csn_1	P40233	Kinase;Serine/threonine-protein kinase;Transferase
1xws_1	P11309	Kinase;Serine/threonine-protein kinase;Transferase
4gh2_1	O14757	Kinase;Serine/threonine-protein kinase;Transferase
1oz1_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
4ft5_1	O14757	Kinase;Serine/threonine-protein kinase;Transferase
3jpv_1	P11309	Kinase;Serine/threonine-protein kinase;Transferase
2c5n_2	P24941	Kinase;Serine/threonine-protein kinase;Transferase
1e1x_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
1nvs_1	O14757	Kinase;Serine/threonine-protein kinase;Transferase
2uzl_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
4ful_1	P48736	Kinase;Serine/threonine-protein kinase;Transferase
3erk_1	P63086	Kinase;Serine/threonine-protein kinase;Transferase
3gc8_2	Q15759	Kinase;Serine/threonine-protein kinase;Transferase
2yiq_1	O96017	Kinase;Serine/threonine-protein kinase;Transferase
4ceg_1	O14965	Kinase;Serine/threonine-protein kinase;Transferase
4kd1_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
4a9y_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
1yqj_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
3bwj_1	P00517	Kinase;Serine/threonine-protein kinase;Transferase
3e8c_2	P00517	Kinase;Serine/threonine-protein kinase;Transferase
2wxv_2	P24941	Kinase;Serine/threonine-protein kinase;Transferase
3eb0_1	A3FQN0	Kinase;Serine/threonine-protein kinase;Transferase
1rek_1	P05132	Kinase;Serine/threonine-protein kinase;Transferase
1e8w_1	O02697	Kinase;Serine/threonine-protein kinase;Transferase
1rej_1	P05132	Kinase;Serine/threonine-protein kinase;Transferase
1e1v_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
3s2a_1	P48736	Kinase;Serine/threonine-protein kinase;Transferase
4eh4_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
3lfe_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
3nie_1	Q7KQK7	Kinase;Serine/threonine-protein kinase;Transferase
4fta_1	O14757	Kinase;Serine/threonine-protein kinase;Transferase
3qar_1	P48736	Kinase;Serine/threonine-protein kinase;Transferase
2xk6_1	P51955	Kinase;Serine/threonine-protein kinase;Transferase
2vtq_1	P24941	Kinase;Serine/threonine-protein kinase;Transferase
2zdt_1	P53779	Kinase;Serine/threonine-protein kinase;Transferase
2qhn_1	O14757	Kinase;Serine/threonine-protein kinase;Transferase
2e9u_1	O14757	Kinase;Serine/threonine-protein kinase;Transferase
2erz_1	P05132	Kinase;Serine/threonine-protein kinase;Transferase
2xkc_1	P51955	Kinase;Serine/threonine-protein kinase;Transferase
4kiq_3	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
2cch_2	P24941	Kinase;Serine/threonine-protein kinase;Transferase
3fkn_1	Q16539	Kinase;Serine/threonine-protein kinase;Transferase
1th8_1	O32727	Kinase;Serine/threonine-protein kinase;Transferase
2w1e_1	O14965	Kinase;Serine/threonine-protein kinase;Transferase
4lfi_1	P15790	Kinase;Serine/threonine-protein kinase;Transferase
1v0p_1	Q07785	Kinase;Serine/threonine-protein kinase;Transferase
3ow3_1	P05132	Kinase;Serine/threonine-protein kinase;Transferase
4hgt_2	P48730	Kinase;Serine/threonine-protein kinase;Transferase
4ic7_1	Q13164	Kinase;Serine/threonine-protein kinase;Transferase
4fsu_1	O14757	Kinase;Serine/threonine-protein kinase;Transferase
4l3l_1	P23443	Kinase;Serine/threonine-protein kinase;Transferase
4k8s_3	P56817	Aspartyl protease;Hydrolase;Protease
4j1f_1	P56817	Aspartyl protease;Hydrolase;Protease
4j0z_1	P56817	Aspartyl protease;Hydrolase;Protease
2wf0_1	P56817	Aspartyl protease;Hydrolase;Protease
4b1d_1	P56817	Aspartyl protease;Hydrolase;Protease
3dv5_1	P56817	Aspartyl protease;Hydrolase;Protease
4dpf_1	P56817	Aspartyl protease;Hydrolase;Protease
4y3j_1	P11838	Aspartyl protease;Hydrolase;Protease
2of0_1	P56817	Aspartyl protease;Hydrolase;Protease
4b00_1	P56817	Aspartyl protease;Hydrolase;Protease
3rth_1	P56817	Aspartyl protease;Hydrolase;Protease
4fsl_1	P56817	Aspartyl protease;Hydrolase;Protease
3o9l_2	P00797	Aspartyl protease;Hydrolase;Protease
2g1n_1	P00797	Aspartyl protease;Hydrolase;Protease
3s2o_1	P56817	Aspartyl protease;Hydrolase;Protease
1w6h_1	P46925	Aspartyl protease;Hydrolase;Protease
2vj7_1	P56817	Aspartyl protease;Hydrolase;Protease
4bfd_1	P56817	Aspartyl protease;Hydrolase;Protease
2zjm_1	P56817	Aspartyl protease;Hydrolase;Protease
2g1r_1	P00797	Aspartyl protease;Hydrolase;Protease
1bim_1	P00797	Aspartyl protease;Hydrolase;Protease
3own_2	P00797	Aspartyl protease;Hydrolase;Protease
3pmu_1	P11838	Aspartyl protease;Hydrolase;Protease
4i10_1	P56817	Aspartyl protease;Hydrolase;Protease
1zap_1	P0CS83	Aspartyl protease;Hydrolase;Protease
2g26_1	P00797	Aspartyl protease;Hydrolase;Protease
3pi0_1	P11838	Aspartyl protease;Hydrolase;Protease
1psa_1	P00791	Aspartyl protease;Hydrolase;Protease
4yd7_1	P11838	Aspartyl protease;Hydrolase;Protease
2jji_1	P11838	Aspartyl protease;Hydrolase;Protease
4d89_1	P56817	Aspartyl protease;Hydrolase;Protease
4b1c_1	P56817	Aspartyl protease;Hydrolase;Protease
4acx_1	P56817	Aspartyl protease;Hydrolase;Protease
3vuc_2	P00797	Aspartyl protease;Hydrolase;Protease
3l5e_2	P56817	Aspartyl protease;Hydrolase;Protease
3pb5_1	P11838	Aspartyl protease;Hydrolase;Protease
1me6_2	P46925	Aspartyl protease;Hydrolase;Protease
4y3r_1	P11838	Aspartyl protease;Hydrolase;Protease
4dpi_1	P56817	Aspartyl protease;Hydrolase;Protease
4fri_1	P56817	Aspartyl protease;Hydrolase;Protease
3t7x_1	P11838	Aspartyl protease;Hydrolase;Protease
3kmy_1	P56817	Aspartyl protease;Hydrolase;Protease
2vkm_2	P56817	Aspartyl protease;Hydrolase;Protease
4i11_1	P56817	Aspartyl protease;Hydrolase;Protease
1bai_1	P03322	Aspartyl protease;Hydrolase;Protease
4b1e_1	P56817	Aspartyl protease;Hydrolase;Protease
2b8l_1	P56817	Aspartyl protease;Hydrolase;Protease
2g1y_1	P00797	Aspartyl protease;Hydrolase;Protease
3dv1_1	P56817	Aspartyl protease;Hydrolase;Protease
2vie_1	P56817	Aspartyl protease;Hydrolase;Protease
4h3j_2	P56817	Aspartyl protease;Hydrolase;Protease
2is0_1	P56817	Aspartyl protease;Hydrolase;Protease
3zks_1	Q9Y5Z0	Aspartyl protease;Hydrolase;Protease
2g24_1	P00797	Aspartyl protease;Hydrolase;Protease
3own_1	P00797	Aspartyl protease;Hydrolase;Protease
2g20_1	P00797	Aspartyl protease;Hydrolase;Protease
3g72_1	P00797	Aspartyl protease;Hydrolase;Protease
3t6i_2	P11838	Aspartyl protease;Hydrolase;Protease
3g70_1	P00797	Aspartyl protease;Hydrolase;Protease
1od1_1	P11838	Aspartyl protease;Hydrolase;Protease
3k1w_1	P00797	Aspartyl protease;Hydrolase;Protease
2ph8_1	P56817	Aspartyl protease;Hydrolase;Protease
2wec_1	P00798	Aspartyl protease;Hydrolase;Protease
3vyf_1	P00797	Aspartyl protease;Hydrolase;Protease
3fkt_1	P56817	Aspartyl protease;Hydrolase;Protease
2xfi_1	P56817	Aspartyl protease;Hydrolase;Protease
1gvw_1	P11838	Aspartyl protease;Hydrolase;Protease
4exg_1	P56817	Aspartyl protease;Hydrolase;Protease
2ohp_1	P56817	Aspartyl protease;Hydrolase;Protease
4b78_1	P56817	Aspartyl protease;Hydrolase;Protease
4l7g_1	P56817	Aspartyl protease;Hydrolase;Protease
2qzl_1	P56817	Aspartyl protease;Hydrolase;Protease
3wb5_1	P56817	Aspartyl protease;Hydrolase;Protease
1ppm_1	P00798	Aspartyl protease;Hydrolase;Protease
3vv8_1	P56817	Aspartyl protease;Hydrolase;Protease
4y45_1	P11838	Aspartyl protease;Hydrolase;Protease
3pll_1	P11838	Aspartyl protease;Hydrolase;Protease
4y35_1	P11838	Aspartyl protease;Hydrolase;Protease
2iku_1	P00797	Aspartyl protease;Hydrolase;Protease
4b72_1	P56817	Aspartyl protease;Hydrolase;Protease
1xs7_1	P56817	Aspartyl protease;Hydrolase;Protease
4fs4_1	P56817	Aspartyl protease;Hydrolase;Protease
2vj9_1	P56817	Aspartyl protease;Hydrolase;Protease
2ej2_3	Q5SM19	Aminotransferase;Transferase
4dbc_1	P00509	Aminotransferase;Transferase
3nub_1	Q9HZ76	Aminotransferase;Transferase
3nyt_1	Q9HZ76	Aminotransferase;Transferase
4uug_1	Q4WH08	Aminotransferase;Transferase
1map_1	P00508	Aminotransferase;Transferase
2ay9_1	P95468	Aminotransferase;Transferase
2ay2_1	P95468	Aminotransferase;Transferase
2abj_5	P54687	Aminotransferase;Transferase
1ivr_1	P00508	Aminotransferase;Transferase
1akb_1	P00508	Aminotransferase;Transferase
1oxo_2	P00508	Aminotransferase;Transferase
4jf1_2	P40732	Aminotransferase;Transferase
2ay3_1	P95468	Aminotransferase;Transferase
1wkh_1	Q5SHH5	Aminotransferase;Transferase
2a1h_1	O15382	Aminotransferase;Transferase
2gmu_2	Q9F118	Aminotransferase;Transferase
1kt8_2	O15382	Aminotransferase;Transferase
1x28_2	P00509	Aminotransferase;Transferase
4rkd_1	C7E5X4	Aminotransferase;Transferase
3tfu_2	P9WQ81	Aminotransferase;Transferase
4ge7_1	Q8N5Z0	Aminotransferase;Transferase
4myq_1	Q07343	Hydrolase
3x2f_2	O51933	Hydrolase
3v1m_1	P47229	Hydrolase
1ws1_1	Q819U0	Hydrolase
1khz_1	Q93K97	Hydrolase
4gah_1	Q5T1C6	Hydrolase
2azy_1	P00592	Hydrolase
4de2_1	Q9L5C8	Hydrolase
4c1h_1	P04190	Hydrolase
2fgj_3	P08716	Hydrolase
3fgo_3	P04191	Hydrolase
1hlk_1	P25910	Hydrolase
3g4i_3	Q08499	Hydrolase
4ki0_2	P68187	Hydrolase
3x1d_1	Q9VC57	Hydrolase
3oee_3	P00830	Hydrolase
4hl1_2	C7C422	Hydrolase
5egh_1	Q8BGN3	Hydrolase
5iw4_1	D6JHV3	Hydrolase
1jxz_1	A5JTM5	Hydrolase
1mab_2	P10719	Hydrolase
2ew5_1	Q672W7	Hydrolase
3n1s_1	P0ACE7	Hydrolase
2oci_1	Q86WA6	Hydrolase
2jiz_7	P00829	Hydrolase
4ehu_2	Q5U925	Hydrolase
3zia_4	P00830	Hydrolase
1rl4_3	Q8I372	Hydrolase
2b03_1	P00592	Hydrolase
1w0k_1	P00829	Hydrolase
1wur_4	Q5SH52	Hydrolase
1h8h_1	P00829	Hydrolase
3bpt_1	Q6NVY1	Hydrolase
2yj4_1	Q97UU7	Hydrolase
1y6r_2	P0AF12	Hydrolase
3m6p_1	Q9FUZ2	Hydrolase
1y7u_1	Q81EE4	Hydrolase
2nyr_1	Q9NXA8	Hydrolase
3sl6_4	Q08499	Hydrolase
4eqg_1	P49773	Hydrolase
3dy8_1	O76083	Hydrolase
1f5n_1	P32455	Hydrolase
5p2p_1	P00592	Hydrolase
2yay_1	O15826	Hydrolase
4gvq_1	O28344	Hydrolase
2dqs_1	P04191	Hydrolase
3w5e_1	Q07343	Hydrolase
3hu1_3	P55072	Hydrolase
5cxx_1	F2YCB6	Hydrolase
4wkb_1	A5F5R2	Hydrolase
1dcy_1	P14555	Hydrolase
5bn3_1	Q74MJ7	Hydrolase
3d3p_1	Q07343	Hydrolase
5d7p_4	Q8IXJ6	Hydrolase
1v79_1	P56658	Hydrolase
2bfr_1	O28751	Hydrolase
1o2e_1	P00593	Hydrolase
3svj_1	Q8DP79	Hydrolase
2agv_2	P04191	Hydrolase
1m2h_1	O28597	Hydrolase
1fxf_1	P00592	Hydrolase
1s7g_1	O30124	Hydrolase
1nc1_1	P0AF12	Hydrolase
2jj2_6	P00829	Hydrolase
4jsr_1	Q9NTG7	Hydrolase
3n3z_2	O76083	Hydrolase
4htx_1	O00408	Hydrolase
4h9t_1	Q5KZU5	Hydrolase
5iw5_2	D6JHV3	Hydrolase
4wuj_1	G0RUC2	Hydrolase
1e1q_1	P00829	Hydrolase
1h65_2	Q41009	Hydrolase
3iog_1	P26918	Hydrolase
1mk1_1	O33199	Hydrolase
4phl_2	Q8WQX9	Hydrolase
3dhc_1	P0CJ63	Hydrolase
5a65_2	Q8JZL3	Hydrolase
2wuf_1	P9WNH5	Hydrolase
3gtc_1	P00811	Hydrolase
4jem_2	B4Y381	Hydrolase
2b82_1	P0AE22	Hydrolase
4de1_1	Q9L5C8	Hydrolase
1a8t_1	P25910	Hydrolase
1z4i_1	Q9NPB1	Hydrolase
3nh8_1	Q91XE4	Hydrolase
1mc0_1	Q922S4	Hydrolase
1bmf_3	P00829	Hydrolase
2fm0_1	Q08499	Hydrolase
5i2f_1	P49773	Hydrolase
3uf7_1	P12295	Hydrolase
1nsf_1	P18708	Hydrolase
1q4u_1	Q04416	Hydrolase
2b01_1	P00592	Hydrolase
3dyq_2	O76083	Hydrolase
1soj_7	Q13370	Hydrolase
3wqm_2	P9WJ61	Hydrolase
4q7f_1	Q2G1L5	Hydrolase
2yy2_1	O76083	Hydrolase
3k3h_1	O76083	Hydrolase
